root_id,cell_type,n_embeddings,n_skeleton_nodes,nearest_median_nm,nearest_p95_nm,nearest_p99_nm,nearest_max_nm,fraction_within_100nm,fraction_within_500nm,fraction_within_1000nm,fraction_finite_radius,embedding_center_x,skeleton_center_x,embedding_center_y,skeleton_center_y,embedding_center_z,skeleton_center_z
864691135060768923,ITC,2768,31334,66.76110329929237,217.13771821601182,416.2783257673417,3321.399277436582,0.7062861271676301,0.9916907514450867,0.9960260115606936,1.0,697860.0,702033.375,825180.0,835294.03125,858580.0,861502.125
864691135067066948,L4IT,4301,55837,60.652313434855884,216.34305485227046,930.0675399702163,2623.13441146751,0.7456405487096024,0.9816321785631249,0.9904673331783306,1.0,579448.0,582610.375,660952.0,671189.6875,882120.0,891662.1875
864691135067448132,L6CT,1606,16933,76.47019856267104,267.75978315426227,954.0597519682236,1712.3983124462457,0.6382316313823163,0.9806973848069739,0.9906600249066002,1.0,740880.0,755101.5625,945244.0,946341.8125,896240.0,900183.5625
864691135101521952,L4IT,3162,38167,61.12883012060769,183.0538179088366,732.9189586242032,4206.023904584649,0.7792536369386465,0.9854522454142948,0.9927261227071473,1.0,761960.0,761089.25,656456.0,663289.3125,915020.0,917148.8125
864691135102151968,L3IT,5271,57820,69.58565989124483,247.76186025564118,1171.9392653549396,4682.299387553887,0.6812749003984063,0.9791310946689433,0.9872889394801745,1.0,741376.0,742276.71875,570552.0,576974.03125,882840.0,882507.84375
864691135105879117,L5ET,6559,48285,100.22657924672477,411.72781020334713,841.604855711986,4386.748852189683,0.49855160847690194,0.9670681506327184,0.9920719621893581,1.0,839328.0,848483.875,785176.0,790425.875,924840.0,923871.5625
864691135106309709,NGC,9531,135230,65.32197897721716,189.54495048643565,400.13019914209497,4772.292169469641,0.7518623439303326,0.9938096736963592,0.9967474556709685,1.0,691936.0,695211.8125,913656.0,915720.15625,945440.0,946453.25
864691135115049881,L2IT,6227,84556,58.114288327505996,216.87374766277804,1129.5584226141114,5611.554494411508,0.7605588565922595,0.9767143086558535,0.9887586317648948,1.0,1054656.0,1053319.625,518216.0,544327.5625,777640.0,786803.03125
864691135119636189,PV,9535,102374,78.7586800771826,269.3986743245301,604.0399641699667,5146.243572378789,0.6181436811746198,0.9851074986890404,0.9953854221289984,1.0,712840.0,713052.5625,810896.0,809008.0,929360.0,922452.21875
864691135134565280,PV,7506,95900,67.42240878503546,206.97294918860493,872.2018619805411,5481.773326286052,0.7081001865174527,0.9850786037836398,0.9906741273647749,1.0,819336.0,822202.5625,738684.0,737950.6875,954040.0,952334.5
864691135134945184,L4IT,3007,36908,63.58099534255499,218.1962592701322,781.2682044443164,2745.6072906610752,0.7356168939142002,0.9850349185234453,0.9923511805786498,1.0,758616.0,761851.3125,661416.0,667161.34375,722400.0,725739.34375
864691135136312089,L6CT,1893,16438,81.76421416946414,260.60009240828487,918.2777065737268,3193.277165340882,0.6133122028526149,0.9804543053354464,0.9915478077126255,1.0,707224.0,698111.21875,955312.0,947853.34375,947440.0,952134.5625
864691135136735001,L4IT,6405,85149,61.76862699825859,239.84594961005814,1005.3473150583256,5060.044397501617,0.7436377829820453,0.9789227166276346,0.9898516783762685,1.0,765328.0,765733.875,659864.0,659804.9375,833880.0,834134.6875
864691135155894884,L2IT,9106,132150,57.38516104858495,211.85534091999628,1011.5791586904456,4242.829939038515,0.7780584230177905,0.9816604436635186,0.9896771359543158,1.0,700712.0,722964.53125,541244.0,573601.1875,880720.0,883325.28125
